主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210175,2021-08-25,W2,2020년도 예비타당성조사 보고서 친환경 선박 전주기 혁신기술개발 사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210175&rpt_tp=831-003,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220210175,2021-08-25,W2,2020년도 예비타당성조사 보고서 친환경 선박 전주기 혁신기술개발 사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210175&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220210176,2021-08-26,W2,2020년도 예비타당성조사 보고서 한국형 위성항법시스템(KPS) 개발사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210176&rpt_tp=831-003,官方目录元数据，附件未列入本批
航天、核能与大型技术系统,核心科技直接材料,C-KISTEP-RES0220210176,2021-08-26,W2,2020년도 예비타당성조사 보고서 한국형 위성항법시스템(KPS) 개발사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210176&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210177,2021-08-26,W2,2020년도 국가연구개발사업 조사·분석보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210177&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210054,2021-08-31,W2,수요기반 혁신강화를 위한 공공수요연계 R&D 생태계 구축 전략 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210054&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210054,2021-08-31,W2,수요기반 혁신강화를 위한 공공수요연계 R&D 생태계 구축 전략 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210054&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210055,2021-08-31,W2,R&D사업관리체계 개선연구: 일몰관리혁신 대상 사업 관리 운영방안을 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210055&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210055,2021-08-31,W2,R&D사업관리체계 개선연구: 일몰관리혁신 대상 사업 관리 운영방안을 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210055&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210059,2021-09-15,W2,국가R&D 전담은행제도 도입에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210059&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210182,2021-10-12,W2,2020년도 예비타당성조사 보고서 시장 선도를 위한 한국 주도형 K-Sensor 기술개발사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210182&rpt_tp=831-003,官方目录元数据，附件未列入本批
生命科学、生物技术与健康,科技创新政策与能力基线,C-KISTEP-RES0220210183,2021-10-19,W2,2021년도 사업계획 적정성 재검토 보고서 코로나19백신 임상지원 사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210183&rpt_tp=831-003,官方目录元数据，附件未列入本批
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-RES0220210185,2021-10-22,W2,2021년도 사업계획 적정성재검토 보고서 수출용 신형연구로 개발 및 실증,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210185&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210060,2021-10-25,W2,R&D 사업의 사회적가치 평가 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210060&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210184,2021-10-25,W2,2020년 사업계획 적정성 재검토 보고서 강소특구 사업화 지원사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210184&rpt_tp=831-003,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220210184,2021-10-25,W2,2020년 사업계획 적정성 재검토 보고서 강소특구 사업화 지원사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210184&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210061,2021-10-31,W2,해외 주요국 성과확산 정책 및 기술료 제도 조사,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210061&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210061,2021-10-31,W2,해외 주요국 성과확산 정책 및 기술료 제도 조사,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210061&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210066,2021-10-31,W2,우리나라 과학기술행정체제 이력 분석 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210066&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210186,2021-11-15,W2,2021년 국가연구개발 우수성과 100,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210186&rpt_tp=831-004,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-PRG0720210065,2021-11-23,W2,학문분야별 기초연구 지원체계의 현장 적용을 위한 가이드라인 수립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210065&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210187,2021-11-23,W2,2020년 과학기술기반 지역수요맞춤형 R&D지원사업 수행결과보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210187&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220210187,2021-11-23,W2,2020년 과학기술기반 지역수요맞춤형 R&D지원사업 수행결과보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210187&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210063,2021-11-24,W2,연구기관의 지원역량 제고 촉진을 위한 지표 개선 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210063&rpt_tp=831-007,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-PRG0720210062,2021-11-30,W2,국가기술전략 Think Tank 설치에 관한 사전 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210062&rpt_tp=831-007,官方目录元数据，附件未列入本批
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-PRG0720210064,2021-11-30,W2,체계형태 사업의 비용 타당성분석 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210064&rpt_tp=831-007,官方目录元数据，附件未列入本批
能源、气候与绿色转型,科技创新政策与能力基线,C-KISTEP-PRG0720210067,2021-11-30,W2,탄소중립 대응 주요국 R&D  동향조사 및 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210067&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210067,2021-11-30,W2,탄소중립 대응 주요국 R&D  동향조사 및 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210067&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210067,2021-11-30,W2,탄소중립 대응 주요국 R&D  동향조사 및 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210067&rpt_tp=831-007,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-PRG0720210068,2021-11-30,W2,정부 데이터 관련 샤업 현황 분석 및 유형 체계화 연구 보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210068&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-PRG0720210068,2021-11-30,W2,정부 데이터 관련 샤업 현황 분석 및 유형 체계화 연구 보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210068&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720210069,2021-11-30,W2,과학기술 논문성과 분석연구(2011-2020),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210069&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210069,2021-11-30,W2,과학기술 논문성과 분석연구(2011-2020),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210069&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-PRG0720220004,2021-12-16,W2,과학기술분야 출연연 특성별 기관평가방법론 개발 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220004&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220210194,2021-12-20,W2,국가R&D 기획·관리 지원서비스 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210194&rpt_tp=831-007,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220210194,2021-12-20,W2,국가R&D 기획·관리 지원서비스 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210194&rpt_tp=831-007,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220210200,2021-12-23,W2,2021년도 사업계획 적정성 재검토 보고서 바이오 연구 데이터 활용 기반 조성사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210200&rpt_tp=831-003,官方目录元数据，附件未列入本批
生命科学、生物技术与健康,核心科技直接材料,C-KISTEP-RES0220210200,2021-12-23,W2,2021년도 사업계획 적정성 재검토 보고서 바이오 연구 데이터 활용 기반 조성사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210200&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220210200,2021-12-23,W2,2021년도 사업계획 적정성 재검토 보고서 바이오 연구 데이터 활용 기반 조성사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210200&rpt_tp=831-003,官方目录元数据，附件未列入本批
能源、气候与绿色转型,科技创新政策与能力基线,C-KISTEP-PRG0720210071,2021-12-24,W2,과학기술 기반 SDGs 달성지원 전략 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210071&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720210071,2021-12-24,W2,과학기술 기반 SDGs 달성지원 전략 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210071&rpt_tp=831-007,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220210201,2021-12-28,W2,R&I(연구혁신) 정책 및 연구성과물 데이터 생태계 구축방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210201&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220210201,2021-12-28,W2,R&I(연구혁신) 정책 및 연구성과물 데이터 생태계 구축방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210201&rpt_tp=831-001,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220210201,2021-12-28,W2,R&I(연구혁신) 정책 및 연구성과물 데이터 생태계 구축방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210201&rpt_tp=831-001,官方目录元数据，附件未列入本批
