报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,官方关键词,语言,资料角色,科技关联层级,主题标签,下载优先级,官方落地页,官方附件,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-KISTEP-PRG0720180121,PRG0720180121,831-007,위탁/협동/공동연구보고서,2018-12-13,W1,바이오의료 분야 R&D 투자방향 및 혁신방안 연구,유승준(사단법인한국바이오협회),"R&D투자, 전략적투자, 신약개발, 의료기기, 유전체",韩文,机构正式研究,核心科技直接材料,生命科学、生物技术与健康；科研体系、研发投入与评价；产业创新、创业与区域体系,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720180121&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720180121&seq=prg_0071P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720180121.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720180121.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720180121.md,4262778,b92188ffb45023bb99b58f03e2437e4782cf5475541a7508b90041eee6077561,158,122613,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220180256,RES0220180256,831-001,조사평가,2018-12-21,W1,2018년 지역과학기술산업 Scoreboard 구축과 발간,"천세봉, 김윤종(정책기획본부)","지역 과학기술, 혁신역량, 지역 과학기술혁신역량지수, 스코어보드 ",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180256&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180256&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220180258,RES0220180258,831-001,조사평가,2018-12-28,W1,2018년도 국가연구개발사업 상위평가 보고서[추적평가],박정일(R&D평가센터),"국가연구개발사업, 추적평가, 상위평가",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180258&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180258&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220180260,RES0220180260,831-004,성과확산,2018-12-28,W1,국가연구개발 연구성과 관리 활용 실태조사,정동덕(성과확산센터),"연구성과, 성과활용, 국가연구개발사업",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180260&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180260&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720190004,PRG0720190004,831-007,위탁/협동/공동연구보고서,2018-12-31,W1,대학의 연구개발 관리 현황 분석 및 개선방안 연구,박상욱(서울대학교 산학협력단),대학 연구개발 산학협력단 연구관리,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720190004&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720190004&seq=prg_0071P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720190004.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720190004.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720190004.md,2446996,ade6c33ae33449dc01b9392f9d38764cda0f70a5b1784edf96b665f2d742bbfb,134,111014,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-PRG0720190005,PRG0720190005,831-007,위탁/협동/공동연구보고서,2018-12-31,W1,혁신성장동력 신규분야 발굴을 위한 산업화 여건 분석 연구,분리보관(산업연구원),"혁신성장동력,산업화 여건,신산업 창출",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720190005&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720190005&seq=prg_0071P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220180262,RES0220180262,831-004,성과확산,2019-01-04,W2,R&D 성과 관리 및 활용 정책의 조망과 효과 분석,조현정(성과확산센터),"정부RnD, RnD성과, RnD성과정책, RnD성과관리, RnD성과확산",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180262&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180262&seq=res_0026P@1,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190002,RES0220190002,831-001,조사평가,2019-01-04,W2,과학기술 분야 R&D 제도 혁신 기반 연구,허기영(제도혁신센터),"자율과 책임,
연구개발
과제수,
연구비 집행 및 관리,
연구비 상한제,
규제비용
분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190002&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190002&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190003,RES0220190003,831-002,정책기획,2019-01-08,W2,연구자의 아이디어 보호 및 활용에 관한 법제 개선 연구,이재훈(제도혁신센터),"아이디어, 아이디어 보호, 아이디어 창출, 아이디어 활용, 법제 개선",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190003&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190003&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220180257,RES0220180257,831-001,조사평가,2019-01-09,W2,2018년 국가과학기술혁신역량평가,안지혜(혁신정보분석센터)," 혁신역량, 과학기술, 복합지표  ",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180257&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180257&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190006,RES0220190006,831-002,정책기획,2019-01-09,W2,감사 시스템 및 사례 분석을 통한 R&D 제도 개선에 관한 연구,이재훈(제도혁신센터),"감사, R&D감사, 연구개발사업, 법제연구, R&D사업",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190006&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190006&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220180261,RES0220180261,831-002,정책기획,2019-01-10,W2,국가연구개발사업 간접비 제도 운영에 관한 연구,황명구(제도혁신센터),"국가연구개발사업, 비영리법인, 간접비 비율",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180261&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220180261&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190009,RES0220190009,831-006,미래예측,2019-01-14,W2,2019년 KISTEP 미래유망기술 선정에 관한 연구,임현(기술예측센터),"기술예측, 약한 신호, 미래유망기술, R&D기획, 평가",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190009&rpt_tp=831-006,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190009&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190012,RES0220190012,831-002,정책기획,2019-01-17,W2,2018년 과학기술분야 중장기계획 조사분석,한민규(혁신경제정책센터),"중장기계획, 연계맵, 과학, 기술",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190012&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190012&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190013,RES0220190013,831-005,사업조정,2019-01-17,W2,텍스트 마이닝 분석을 활용한 예산배분조정 전략과 예산의 연계성에 관한 연구,강문상(사업총괄조정센터),"연구개발전략, 예산배분조정, 일관성, 연계성, 텍스트네트워크 분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190013&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190013&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190014,RES0220190014,831-006,미래예측,2019-01-17,W2,제3회 과학기술예측조사 결과의 실현도 평가,안상진(기술예측센터),"기술예측, 예측조사의 평가, 실현율, 유사도, 기술기획",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190014&rpt_tp=831-006,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190014&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190015,RES0220190015,831-002,정책기획,2019-01-18,W2,2018년 민간혁신 스코어보드 구축 및 발간,이호(혁신경제정책센터),"국가혁신체계, 민간혁신체계, 민간기업, 스코어보드",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190015&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190015&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190017,RES0220190017,831-001,조사평가,2019-01-23,W2,2017년도 국가연구개발사업 성과분석 보고서,김행미(혁신정보분석센터),"국가연구개발사업, 성과분석, ",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190017&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190017&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190018,RES0220190018,831-001,조사평가,2019-01-23,W2,국가연구개발사업 평가제도의 성과분석 및 고도화방안 연구,고용수(R&D평가센터),"국가연구개발사업, 성과평가, 사업평가, 성과정보",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190018&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190018&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190007,RES0220190007,831-002,정책기획,2019-01-28,W2,과학기술기반 사회혁신지수 개발을 위한 기초연구,용태석(사회혁신전략센터),"사회혁신, 지수, 과학기술",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190007&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190007&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190021,RES0220190021,831-002,정책기획,2019-01-28,W2,2018 지방과학기술연감,이충현(혁신기반센터),"지역, 과학기술, 지방 과학기술, 지역 연구개발",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190021&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190021&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190022,RES0220190022,831-003,예비타당성조사,2019-01-28,W2,국가연구개발사업 예비타당성조사 분석방법론 개선방향 탐색 연구,조성호(예비타당성조사1센터),"예비타당성조사, R&D사업유형, 맞춤형조사, 분석체계개선, 분석적계층화법",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190022&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190022&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190023,RES0220190023,831-003,예비타당성조사,2019-01-28,W2,시스템/체계개발 유형사업에 대한 타당성조사 방법론 연구,이태근(예비타당성조사2센터),"(예비)타당성조사, 시스템/체계개발 사업, 기술준비도, 비용분석, 비용효과 분석",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190023&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190023&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190025,RES0220190025,831-005,사업조정,2019-01-28,W2,정부 연구개발 실증사업의 현황 분석 및 투자 전략 수립에 관한 연구,김선재(성장동력사업센터),"실증, 투자전략, 기술 사업화, 성과 제고, 정책 제안",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190025&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190025&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190026,RES0220190026,831-002,정책기획,2019-01-28,W2,학생인건비 통합관리제 기획 및 운영,허기영(제도혁신센터),"학생인건비 통합관리, 학생연구원, 학생인건비, 투명성, 효율성",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190026&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190026&seq=res_0026P@8,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190028,RES0220190028,831-002,정책기획,2019-01-28,W2,글로벌 리스크 대응을 위한 메타 거버넌스 연구 : 과학기술 안보적 관점을 중심으로,한성구(혁신경제정책센터),"글로벌 리스크, 과학기술, 메타 거버넌스, 바이오안보, 바이오 리스크",韩文,机构正式研究,核心科技直接材料,生命科学、生物技术与健康；技术安全、供应链与国际合作,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190028&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190028&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190030,RES0220190030,831-004,성과확산,2019-01-28,W2,K2Base 지식자산의 활용방안 연구 - 신약개발 분야를 중심으로 -,엄익천(혁신정보분석센터),"과학기술정책통합지원서비스, 지식자산, 서비스, 활용방안, 신약개발",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190030&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190030&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190031,RES0220190031,831-001,조사평가,2019-01-28,W2,2018년도 예비타당성조사 요구 국가연구개발사업 기술성평가,박정일(R&D평가센터),"국가연구개발사업, 기술성평가, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190031&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190031&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190032,RES0220190032,831-001,조사평가,2019-01-28,W2,2018년 과학기술통계 분석과 통계백서 발간,김윤종(혁신정보분석센터),"과학기술, 통계, 지표, 백서, 추세",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190032&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190032&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190033,RES0220190033,831-001,조사평가,2019-01-28,W2,빅데이터 기반의 연구혁신 정책의사결정 지원 체계 정립 연구,이윤빈(혁신정보분석센터),"연구혁신정책, 데이터 흐름, 의사결정, 통계, 마이크로데이터",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；产业创新、创业与区域体系,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190033&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190033&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190036,RES0220190036,831-001,조사평가,2019-01-28,W2,KISTEP 통계브리프,정민우(혁신정보분석센터),"과학기술통계, 국가연구개발투자, 국가연구개발성과, 경쟁력",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190036&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190036&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190038,RES0220190038,831-001,조사평가,2019-01-28,W2,국가R&D 기획·관리 지원서비스 구축,김윤종(혁신정보분석센터),"국가과학기술지식정보서비스, R&D사업관리, 국가연구개발사업 조사‧분석, 예산정보, 정책정보, 전주기 정보, 과학기술통계, 성과평가",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190038&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190038&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190010,RES0220190010,831-002,정책기획,2019-01-29,W2,기술기반 고성장 기업 육성을 위한 정책 방안 연구,조길수(미래성장전략센터),고성장기업; 기술기반 스타트업; 혁신 정책; 혁신 성장; 혁신 조달,韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190010&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190010&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190024,RES0220190024,831-005,사업조정,2019-01-29,W2,무역환경 선도형 소재·부품 확보를 위한 정부R&D 투자전략,조나현(사업총괄조정센터),"소재부품,R&D 분류체계,무역적자,네트워크,R&D투자",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190024&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190024&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220190029,RES0220190029,831-005,사업조정,2019-01-29,W2,"R&D-산업생태계 분석을 통한 재생에너지 투자전략 수립 : 태양광, 풍력 중심으로",김기봉(거대공공사업센터),"태양광, 풍력, 투자전략, R&D생태계, 산업생태계",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190029&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220190029&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
